Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
20.3,37.58,0.87,2.24,8.24370533759625e-6,1.11618309358752e-10,0.2163795913684213,61.215367088486644,8.10161350178932e-6,3.84675925616525e-10,-0.1778662111378332,61.036807740339036
44.98,52.73,1.37,1.22,7.56622950452213e-6,5.00275878007257e-11,0.2252448014761427,61.5197734963435,1.1615669200245e-5,2.63733143257221e-10,-0.1732867578127623,59.4563329666296
30.26,64.31,1.42,2.86,1.02361406842948e-5,1.2467345756209e-10,0.2200234625261885,61.7613075750003,1.38228949110824e-5,1.45951135219138e-9,-0.1455542404851083,61.8879126838721
8.11,58.92,0.28,2.24,1.72902409720746e-5,8.78322894898628e-10,0.2035788988302989,63.57372009196728,1.33015032869922e-5,9.63330995969877e-10,-0.1969540007097045,61.13692580150981
26.09,32.96,1.26,2.79,5.86644576158383e-6,7.48774937903206e-11,0.2192347683566132,61.71503127515976,7.02261022370531e-6,5.30287962422857e-10,-0.1590184317736262,60.710122334047625
20.68,77.59,1.26,1.38,1.60370370925249e-5,2.12102156567609e-10,0.2187153953455356,61.65141994290849,1.71091954628156e-5,1.22986769522205e-9,-0.1658547973627697,61.34101270177313
11.2,72.03,0.7,2.54,1.85290915628274e-5,7.43577803740654e-10,0.2066973191550933,64.44316141230104,1.58123570889793e-5,2.34975222656065e-9,-0.1691734497168295,63.15139452273133
22.17,36.33,0.89,2.31,7.59222108630857e-6,9.09282038374019e-11,0.2187761258694767,61.816355142842184,7.67576381893721e-6,2.914790505339e-10,-0.1814608257629737,61.77882988958532
41.74,43.52,1.17,1.43,6.53409414649175e-6,4.40973151436605e-11,0.2248584398124613,61.38907755624994,9.00225550833944e-6,1.79399748017947e-10,-0.1796818369154851,61.1913197874043
33.48,30.72,1.15,1.82,5.20675832229043e-6,4.29756105633189e-11,0.2227296092079873,62.25365106581605,6.39337626391542e-6,1.99775416163028e-10,-0.1749190770905334,60.0546356093365
24.51,66.79,1.32,1.36,1.27789100744543e-5,1.41884142054021e-10,0.2208802885009746,62.1774371393302,1.4261456899265e-5,7.48125953505447e-10,-0.170181770951687,59.45151028120498
21.27,86.93,1.48,1.26,1.7025305244094e-5,2.26927766512519e-10,0.2207669786858004,62.078812894874076,1.95450171358586e-5,1.60256430018333e-9,-0.1609648849937432,61.19053134767053
8.55,50.56,0.4,1.56,1.4976663689958e-5,4.77904403588817e-10,0.2099796176175612,61.85115621130689,1.13969571124435e-5,5.15516444661589e-10,-0.2054377661807089,61.79822012459092
16.71,42.41,0.25,2.63,1.06907434617674e-5,1.66941895625154e-10,0.2125238822373687,60.45775769192627,8.76083460013332e-6,2.02121332361327e-10,-0.2051444318674076,60.84636873029266
10.89,51.59,0.29,1.61,1.49171750432914e-5,2.80129260356449e-10,0.2150987588183604,61.16994320788255,1.17428694287606e-5,3.00359206797548e-10,-0.2104376180991249,59.67037634127957
9.61,68.65,1.01,1.53,1.77457174631035e-5,7.13504429794153e-10,0.2094727606100968,63.992120892981674,1.47298254493332e-5,2.90806572781447e-9,-0.1664739393286016,62.717025137457746
28.82,56.67,0.35,1.74,1.3118624788266e-5,8.42820331533712e-11,0.2206604024602809,61.204908724744335,1.25327931428384e-5,9.06723796851953e-11,-0.2138687619617546,61.17238941834365
30.04,99.66,0.72,1.96,1.99861071571937e-5,1.56284943572818e-10,0.2204639436421811,62.15829734990176,2.20776993842127e-5,3.53344351657156e-10,-0.1928698022361531,60.0771733987783
39.65,33.68,0.69,1.45,6.28085535378194e-6,3.4798395644189e-11,0.2231453704266115,60.87137221569871,6.9326959451702e-6,6.32658656380128e-11,-0.2012319356202914,59.591572872188245
23.81,21.43,0.47,2.27,4.98118162225091e-6,4.46832198218605e-11,0.2185082750866859,62.04106147673477,4.61608863252745e-6,6.2845115494275e-11,-0.2057564237671145,59.15032972829261
23.3,26.21,1.42,2.03,4.93948300652409e-6,6.60765369376248e-11,0.2191869639745611,61.707026753870046,5.53722821202448e-6,4.79045133804825e-10,-0.1589596541431179,60.58580625596922
18.58,88.53,1.17,2.74,1.82657439133122e-5,3.71038424211947e-10,0.2140440548215073,61.90592785325494,1.98732327431209e-5,2.88288437530238e-9,-0.1535234736765446,61.72828667948749
7.76,59.84,0.24,1.53,1.80945052539392e-5,5.63456639217233e-10,0.2116611437304417,60.81602534751289,1.35409613150294e-5,4.5863763781604e-10,-0.2153625687639495,60.98665617667949
26.71,17.89,0.72,1.46,3.75505912171397e-6,2.91232383248066e-11,0.2222792953773588,61.47553619019261,3.75895307101522e-6,5.30102155372558e-11,-0.2004873511521273,60.28504956378435
27.67,10.28,0.31,2.84,2.31956252734317e-6,1.78966771080098e-11,0.2185906783246891,62.18670902200986,2.07026092045534e-6,1.9607564355799e-11,-0.2114912060773316,60.47636240799592
32.67,43.7,1.46,1.65,6.98856421948264e-6,6.50567736113579e-11,0.2235030148162105,62.66387173633413,8.78148142037194e-6,5.33251514184175e-10,-0.1594461187483235,60.78297872438592
39.54,43.19,0.83,1.69,7.57085654569927e-6,4.65701860437104e-11,0.2232696307817475,61.32245574329453,9.51968128083369e-6,1.17704022598759e-10,-0.1919819105035935,59.81839116421742
40.2,75.35,1.2,1.32,1.1882821182612e-5,8.1474192349928e-11,0.2243557271725417,61.61675377799908,1.68265732003572e-5,3.66163474518212e-10,-0.1763593025986388,60.46971749597878
33.73,45.23,0.4,2.34,9.34012312436776e-6,6.05856576961417e-11,0.22018648703703,61.72789400476622,1.00475796911202e-5,8.13147377710029e-11,-0.2081112122162062,59.41913717548966
11.09,98.32,0.75,2.89,2.50094264495069e-5,1.29079108564315e-9,0.2028157506625166,63.268239478847704,2.20030740816049e-5,5.20710862360418e-9,-0.1581819215599749,62.53637574686334
18.88,61.47,0.25,2.41,1.57385739529678e-5,1.7940898395093e-10,0.2159553546902575,61.46473760271223,1.36836169402699e-5,2.14450004153498e-10,-0.2081738824485802,59.35758590328588
20.62,34.3,1.08,1.77,7.32082484671915e-6,9.5267560424785e-11,0.2178425111422813,61.510490512109705,7.53982878691018e-6,4.30605320929599e-10,-0.1726225646814258,59.27286265918962
31.44,87.54,1.38,2.08,1.4004682029067e-5,1.42639275307712e-10,0.2225165964062821,62.461709101891195,1.90819674865322e-5,1.09548742797131e-9,-0.1596042109129954,60.81490399082858
27.02,48.0,0.85,2.71,9.16013200411038e-6,9.57342838057214e-11,0.2193860111126377,61.94947490733861,1.06107971606267e-5,3.22899299919799e-10,-0.1798845029510577,61.77172818663024
38.63,70.45,0.24,1.73,1.54469255147625e-5,7.28828218775107e-11,0.2215349753275659,60.46085319626277,1.52113103454242e-5,6.38258336719704e-11,-0.2209094349724685,58.70070157837041
11.77,58.16,1.43,1.21,1.39740274423614e-5,4.95051462746134e-10,0.2097495921217731,64.05661470115743,1.28280696560402e-5,3.96231183507838e-9,-0.1470391751493696,62.416673827391506
14.54,47.3,1.49,2.19,1.01744041105733e-5,3.27996189240431e-10,0.2107387240038821,64.23428709025758,9.70890057160527e-6,4.35253841710687e-9,-0.1360229132104899,63.09500967316484
22.28,88.2,0.41,2.9,1.98436355620523e-5,2.28057545166163e-10,0.2164220074950259,61.43832871064156,1.94755155489879e-5,3.56462804667701e-10,-0.1992571319721352,61.696706532099995
42.26,40.51,1.04,2.58,6.11324173829982e-6,4.44143380586485e-11,0.2233094656255248,62.184989619295386,8.91429523244343e-6,1.87774894167776e-10,-0.1766383727247296,60.63071758423058
12.0,70.66,0.22,2.95,1.91886136846265e-5,6.34277980635433e-10,0.2054935686369798,64.24911936277523,1.56909330699189e-5,9.31989108730741e-10,-0.1900240494822877,61.50631929018289
28.51,60.8,0.3,2.97,1.32198916575607e-5,1.11098586478775e-10,0.2173420197704933,61.741693265649154,1.35253924562832e-5,1.48266322483564e-10,-0.2051534795275732,59.0596227807276
24.38,37.98,1.22,1.87,7.31296352433017e-6,8.51918258964027e-11,0.2196611046837918,61.890102012489386,8.24737836860453e-6,4.20725359486969e-10,-0.1708265799950076,59.32179760987984
15.31,59.05,1.43,2.61,1.25925729673601e-5,4.17730655047483e-10,0.2094127973029676,64.66470378638775,1.30746020466384e-5,5.16870506819997e-9,-0.1351779573191621,62.912110529685485
38.22,73.8,0.82,2.97,1.21692283900707e-5,9.50211668822485e-11,0.2209081609355554,62.340080104865606,1.61872298412727e-5,3.2160661339001e-10,-0.1809801655202852,60.98026948928068
11.9,22.44,1.3,1.53,5.51951147425469e-6,1.8348788569602e-10,0.2097328673453908,63.787467321937044,4.88672009642406e-6,1.17894676527737e-9,-0.1542168600471972,62.030335155879285
15.27,32.26,0.39,2.8,8.18002985965867e-6,1.58392999840892e-10,0.21177018922164,61.19930683774902,7.05472438539802e-6,2.63231358185134e-10,-0.1942377256941614,60.777619052079245
22.21,79.09,0.88,2.69,1.61958958905426e-5,2.14800461451132e-10,0.2174765058481672,61.455018146837254,1.78334757786291e-5,7.60730747940086e-10,-0.177138477081606,60.86804280558984
37.34,11.26,0.84,2.78,1.97096026710366e-6,1.39886046044782e-11,0.2216480598843791,62.08743204161259,2.33346507048077e-6,4.28464948811171e-11,-0.1859669815425063,59.48777526384654
17.44,38.61,1.31,2.85,7.92427904189614e-6,1.90934254898251e-10,0.2131377600510774,62.977585827078315,8.46798072692502e-6,2.02180133927833e-9,-0.1429761811439839,61.66364292436195
40.43,16.17,1.04,2.84,2.55895756481122e-6,1.92758446163511e-11,0.2216612393368113,62.437851205523046,3.41447808718005e-6,8.21037998359529e-11,-0.1755960314703704,60.275804315640045
42.9,13.02,0.31,1.71,2.71839980226617e-6,1.18054506316837e-11,0.2224612663870662,60.1985892320793,2.62712155660597e-6,1.06953575122371e-11,-0.2208811581766555,58.791524282093
25.08,66.99,1.03,1.4,1.37377646377557e-5,1.30061906821283e-10,0.2208542943687861,62.322908480536285,1.50860714722901e-5,4.14954739139234e-10,-0.1836681972078127,60.374321173787244
33.4,82.61,0.94,2.67,1.42317785546761e-5,1.25414828986721e-10,0.2208053528594376,62.23758186439987,1.84890115604257e-5,5.11149916802772e-10,-0.1764768911970614,60.67800828174488
7.03,85.21,0.63,1.38,2.47056870832409e-5,1.30854524261046e-9,0.2074369087491237,64.39617904669942,1.90433591562944e-5,2.06032786657398e-9,-0.1914001902491816,62.37877700737682
16.52,34.1,1.24,2.15,7.51901965693118e-6,1.62900598657805e-10,0.2128751890087749,61.89540377820765,7.51607493252722e-6,1.09758379136613e-9,-0.1567947358728883,60.593159801707515
27.52,79.98,0.77,2.51,1.56649476457472e-5,1.50857026042162e-10,0.2196134247183841,62.05853212115947,1.77281226927479e-5,4.21797061245444e-10,-0.1858942786333327,59.75977964127324
27.68,88.59,1.47,1.66,1.51322906724339e-5,1.68922576032844e-10,0.2218684699306215,62.3002678055284,1.90966263768822e-5,1.34902541179222e-9,-0.1580652845334424,60.24295972801833
21.89,32.9,0.58,1.96,7.66219798506742e-6,7.34242124726021e-11,0.2195284179603899,62.25588566372157,7.25864170154567e-6,1.21584723042898e-10,-0.2013689229830494,60.64189575327547
12.14,66.63,0.44,2.64,1.76836122060431e-5,5.43269849736975e-10,0.2075782535599157,63.70673910422972,1.48971633670124e-5,1.01496849004158e-9,-0.1848649052787863,62.608725525941075
15.0,94.15,0.34,1.45,2.58068487280838e-5,3.07345760401584e-10,0.2181756691312711,62.02338026025403,2.1373261504016e-5,3.1601848491364e-10,-0.2147837802595486,61.33366964593494
19.2,92.11,0.89,2.27,2.00198692536542e-5,3.00157632754768e-10,0.2163654862360611,61.19357986928905,2.04569408074545e-5,1.16186463663159e-9,-0.1748449502258758,60.118195073751345
10.17,29.13,0.3,2.08,8.22218558701668e-6,2.11777101673654e-10,0.2120338556869205,61.026229551927464,6.26885261339134e-6,2.6827866531567e-10,-0.2025949908151652,62.33805176036543
16.2,80.2,1.17,2.67,1.76007364929035e-5,4.61462635469156e-10,0.2105385682274282,63.422833231198155,1.8231513987513e-5,3.47974887869688e-9,-0.1506151433487646,63.20955426289731
31.75,82.18,0.79,1.7,1.60055444869655e-5,1.1394873995703e-10,0.2226145598822984,61.62871818430135,1.84535964258946e-5,2.75948849478532e-10,-0.1932346529111908,60.310929573880564
17.77,27.23,0.32,2.96,6.6474422987955e-6,9.94693215576454e-11,0.2141531480463317,60.92590048362151,5.74710038720762e-6,1.56094260130994e-10,-0.1979205506069159,61.94842595609633
29.2,94.31,0.33,2.42,2.08929237841374e-5,1.54157554769141e-10,0.2186327825298899,62.10933305484988,2.09181494717596e-5,1.91862306469248e-10,-0.2084896054018231,59.45900611240815
30.57,44.21,1.39,2.82,7.08767363225289e-6,8.12963332501218e-11,0.2209377247497514,62.03346537080852,9.6520709965528e-6,7.8277562538852e-10,-0.1530397338844103,59.78415735167041
19.66,12.42,0.46,1.93,3.07202799766726e-6,3.10810184942453e-11,0.2183044285773034,62.0277677607074,2.36752520314347e-6,4.39831426488247e-11,-0.2065492288663793,59.180379073671425
31.03,55.31,0.96,1.45,1.04381589265799e-5,7.85575680965041e-11,0.2233804023341209,61.6952741793112,1.22319405958784e-5,2.40368402133741e-10,-0.1880756259831499,58.948739303758614
41.88,41.7,0.91,1.7,6.69514088173593e-6,4.1730643265395e-11,0.2242000885628889,61.21196719130406,8.44991881471847e-6,1.14789930692473e-10,-0.1907855976224668,59.43542131188412
27.93,57.02,0.99,2.79,1.04926596090705e-5,1.13703195193375e-10,0.2191544283869947,61.81348199847783,1.27471157466167e-5,4.9647377793682e-10,-0.1731076693256896,59.494763682383976
30.02,60.49,1.06,2.01,1.09000335038612e-5,1.01286326726804e-10,0.2208089300627665,62.21192207033377,1.30125320849368e-5,4.16845710848982e-10,-0.1759036408906114,60.31807601227624
16.13,64.96,0.68,1.29,1.63919650780557e-5,2.11667378564671e-10,0.2178509749838657,61.716789422598225,1.41468005932346e-5,3.77929741870194e-10,-0.1985724249190075,61.77781418661042
16.18,35.74,0.8,2.12,8.44733709689918e-6,1.48097028998874e-10,0.21430079614957,60.72811299511663,7.45060333067307e-6,4.3282322720019e-10,-0.1814401767867715,62.22153121448287
24.91,84.38,0.68,1.72,1.86127398470223e-5,1.62063024954499e-10,0.2198118866525027,62.24296530359756,1.88747832862706e-5,2.97767444591065e-10,-0.198036025672347,61.288085306472034
30.54,15.23,1.24,2.17,2.65210340184403e-6,2.44708588450166e-11,0.2221647307279764,62.56995841431745,3.00044847603579e-6,1.41353717077676e-10,-0.1694047901244108,59.88142366257703
27.22,24.71,0.2,1.69,5.96631433042554e-6,3.75348359841322e-11,0.2207568242920576,60.80312283371593,5.29892984389549e-6,2.99012209544631e-11,-0.2239361310418702,58.70280675516799
34.49,64.56,0.87,2.2,1.13313536515825e-5,8.82708785643257e-11,0.2215978149348851,62.233933079360845,1.37529348800222e-5,2.70886134876131e-10,-0.1855658410078945,59.69148970079021
11.66,14.17,1.27,2.51,3.28029514079132e-6,1.6555466489344e-10,0.2050070209382123,63.78871137647471,2.92520201946183e-6,1.30536394738381e-9,-0.1417252355483818,62.8864157952877
18.7,59.45,0.63,1.68,1.42834366403367e-5,1.61231440092917e-10,0.2189306276430658,62.04072929827618,1.28567618093246e-5,3.08623187880728e-10,-0.1968926268037423,61.29961957775995
7.66,29.44,1.14,1.41,7.9242182195755e-6,6.67451909128195e-10,0.1998952093885431,64.79283482907003,6.14982975353796e-6,2.56647764605606e-9,-0.1574743211360498,63.52828394245612
43.69,91.67,1.12,1.8,1.3614988327605e-5,9.16139390128763e-11,0.2244460255095501,61.67981516049317,2.03211408552943e-5,3.7566203898398e-10,-0.1784921144316077,61.2463739824826
39.21,48.86,0.89,1.45,8.54111244560298e-6,5.24101205036267e-11,0.2238016645149619,61.2145526571035,1.07256419417734e-5,1.31064348698748e-10,-0.1924558285302913,59.96466842883069
19.82,96.8,0.37,2.55,2.33536476576779e-5,2.8700513825126e-10,0.215220844735329,61.163660852068816,2.17205537392821e-5,4.38946923869442e-10,-0.1993835348766137,61.70387626706994
44.13,38.92,1.42,2.71,5.16920007362552e-6,4.30694192030854e-11,0.2238343293574458,62.703682961483345,8.32027875194628e-6,3.64926493103156e-10,-0.1575547962003746,60.12895259598243
35.9,28.85,0.66,2.23,5.36697561592044e-6,3.54332582168231e-11,0.2221772639023749,61.60568028381952,6.14461238195648e-6,7.53148733540619e-11,-0.1958722952300421,61.19362611270472
35.33,56.29,0.58,2.79,1.0369769405831e-5,7.81349370608779e-11,0.2195162537889659,62.11256284597094,1.22767095843522e-5,1.60654471771344e-10,-0.1944442927049443,60.79652945589655
8.81,85.81,0.95,2.58,2.24309210806182e-5,2.67125387335371e-9,0.1914636154464397,65.9806296288175,1.94112854645481e-5,1.06937494088229e-8,-0.1445300287939036,64.56255995793312
21.67,77.93,0.24,2.17,1.95993253229061e-5,1.72984473722613e-10,0.2184092959257078,62.16227437838227,1.66350641316356e-5,1.64822947901673e-10,-0.2157560066278628,61.5359879968923
41.31,10.24,0.47,1.33,2.09595969044137e-6,9.55221079002248e-12,0.2230808011699111,60.13128591308325,2.074327629958e-6,1.08009716496342e-11,-0.21481439880843,60.92667046820874
18.79,27.66,0.25,2.7,6.88930858216598e-6,8.58265651238135e-11,0.2151688904500545,61.253573204258714,5.84726486701427e-6,1.1022121472538e-10,-0.2055480216376375,60.106703304030354
34.36,74.23,1.36,1.2,1.22194694814543e-5,9.8705485567351e-11,0.2239822028946709,62.09487192532545,1.6171063329563e-5,5.74508370928799e-10,-0.1702052314963727,59.01603313033883
32.16,30.06,0.56,2.1,6.14282973112593e-6,4.15024088587356e-11,0.2213476928113513,61.627251180376625,6.45164202946604e-6,6.99174105653048e-11,-0.2025387705308993,59.78172050119642
18.48,87.68,0.42,1.61,2.23599118733964e-5,2.26777626265843e-10,0.2191622095327549,62.22946573139115,1.970487862944e-5,2.83519121751128e-10,-0.209392295576476,59.60960205266171
10.23,28.26,1.25,2.62,6.85946921756399e-6,5.2894870119127e-10,0.1998719739082241,65.86472344482655,6.11446029578426e-6,4.64697608471517e-9,-0.1323700788807219,65.3806195760323
10.12,38.23,1.04,1.8,9.74118337226118e-6,4.14616875168269e-10,0.2082996426111971,64.68570545937588,8.41990253968447e-6,1.86446395239616e-9,-0.1612016071035968,61.195205905346405
25.54,31.05,1.45,2.64,5.26934606943759e-6,7.42618801399446e-11,0.2190944173269999,61.61126342934159,5.97056396747554e-6,7.1164177168295e-10,-0.15118719318626,60.61736836274499
14.04,57.42,0.7,1.44,1.47867147660102e-5,2.30837725319627e-10,0.2174244084054634,61.581607719231435,1.26997578970264e-5,4.9306171503861e-10,-0.194085676594524,60.47438588287211
36.18,55.04,0.99,1.98,9.27123824628135e-6,6.87350570151564e-11,0.2233951332230116,61.94508963863508,1.20920863964072e-5,2.45811847733898e-10,-0.1819110838664548,60.722894292189615
27.19,52.24,0.85,2.07,1.02670033370295e-5,9.41283378128163e-11,0.2209198227425155,62.384635336857464,1.14804788865961e-5,2.60595112437308e-10,-0.187808624506407,58.995512467512434
15.23,62.5,1.48,2.73,1.31786971307511e-5,4.83619748344192e-10,0.2084534258202812,64.74664427476911,1.39107365667869e-5,6.77388008207421e-9,-0.1292868692174461,63.58640611959603
37.53,33.29,1.41,1.97,4.97388425969922e-6,4.2260003732466e-11,0.2239036998412054,62.49803905390801,7.09092753239501e-6,3.14949212393811e-10,-0.1612738008206898,61.35547445816186
22.31,79.53,1.21,2.98,1.49899580857972e-5,2.48990750792211e-10,0.2163096979400451,60.98603533269756,1.77209790074732e-5,1.72553446291058e-9,-0.1569669680780747,60.13094811355278
17.95,77.05,1.21,1.21,1.70410622906722e-5,2.41532276955788e-10,0.2192616095569693,61.84701635629464,1.71383734550563e-5,1.22972678671039e-9,-0.1708989606281302,60.23726666585399
34.62,16.49,0.61,2.29,3.22465626366148e-6,2.13750129539474e-11,0.2209116303293334,61.70363399838408,3.51265098893827e-6,3.78523030596092e-11,-0.2001273128265603,60.31658456514352
30.94,72.51,0.76,2.8,1.3357356044336e-5,1.18976098432807e-10,0.2203012372631003,62.20637410542272,1.59958334965971e-5,3.72609756504907e-10,-0.1837061871795963,60.73575237794088
32.61,15.43,0.86,1.93,2.86191846404492e-6,2.12123619875459e-11,0.2223100628537686,61.795496173056854,3.17058191077785e-6,5.58138273463223e-11,-0.1911594248545595,59.59797232326315
