Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
37.31,73.69,0.8,2.95,1.23448885378412e-5,9.70336431120978e-11,0.221108444640876,62.37995474892459,1.62202249436807e-5,3.32078807279211e-10,-0.1812281812072819,61.14801036964101
20.71,54.91,0.75,1.3,1.28190565435961e-5,1.28192852224326e-10,0.2196722828591385,62.15894522637805,1.20696470885624e-5,2.73583926207969e-10,-0.1944942193511028,60.475031717509935
28.74,87.77,1.14,2.39,1.5503279205663e-5,1.65142618665547e-10,0.2200998277646398,61.96812806533164,1.97153225270193e-5,8.78049240574066e-10,-0.1681964095111018,59.910898363948405
23.23,12.81,0.56,2.46,2.89849454906013e-6,2.82597110220791e-11,0.2184129772922435,61.99028056116955,2.55099142466041e-6,4.77506145838968e-11,-0.1996580893243904,61.27575727000266
18.95,37.39,0.75,2.09,8.53797432106308e-6,1.12826216465924e-10,0.2173084701553972,61.54284088805263,8.17596130301169e-6,3.04092524361173e-10,-0.1863883959330496,60.642345953515964
18.73,47.16,0.87,2.35,1.0176152024665e-5,1.59658184231663e-10,0.2162436733642197,61.18373068056511,9.58795509972562e-6,6.11657411241603e-10,-0.1752541910906893,60.20934687029406
25.8,46.5,0.95,2.25,9.09514789606888e-6,9.29094223444996e-11,0.2205303521588059,62.20745052887519,9.819645079016e-6,3.3947693324838e-10,-0.1789554582570982,61.35828913283561
11.63,74.39,0.96,2.98,1.81087829091143e-5,1.05380223168737e-9,0.2010085744010021,64.43820960725589,1.6826462215554e-5,6.29237741483513e-9,-0.1443230645859813,62.08847951206345
16.54,17.0,0.43,2.28,4.40350622928131e-6,6.00526903725658e-11,0.2149462734248035,61.08111864674375,3.65510671806818e-6,8.49404610209373e-11,-0.2032154382432272,61.09040971791263
39.96,94.8,1.07,1.96,1.49728032402179e-5,1.07994937877072e-10,0.2232718183745127,61.998481047395856,2.08822936618573e-5,4.44407206355225e-10,-0.1774563787953398,60.86877990761006
15.49,30.24,0.23,1.98,8.317837526904e-6,1.05638126613061e-10,0.2158412646081485,61.44718351795179,6.60305568454116e-6,1.02993633781969e-10,-0.2139036382761624,61.13086948535177
22.43,20.08,0.91,2.13,4.22822522648632e-6,4.74578938887294e-11,0.2194382901847724,62.015601127848164,4.23299179555346e-6,1.36786368621509e-10,-0.1855670570350328,60.39633810920315
43.59,95.93,1.15,2.4,1.36867137672877e-5,1.01892717941885e-10,0.2238635062517234,62.209746943335254,2.14668418474216e-5,5.1840075534537e-10,-0.1725564074566468,59.24803816264364
28.6,21.85,1.2,2.23,3.90237984929649e-6,3.99518388737434e-11,0.2206297701187003,62.146911732609055,4.69753769984667e-6,2.06522508603443e-10,-0.1701330890556456,59.24471649815183
15.96,46.75,0.8,1.45,1.15087315176639e-5,1.63753920644362e-10,0.2171111289270245,61.486202986096124,1.04370882430563e-5,3.8705302918703e-10,-0.1908694603922311,59.39648015941315
13.35,51.88,1.28,2.24,1.18964148971229e-5,3.86605372572595e-10,0.2105594311500754,64.10105778988527,1.16768016631126e-5,3.54398128019395e-9,-0.1453965270710961,62.402996486552816
25.65,10.54,1.29,2.82,1.96555517159177e-6,2.33458456489465e-11,0.2193639917257568,61.86784705907945,2.11005335672892e-6,1.26652368212262e-10,-0.1673048108884336,60.77120455973689
27.85,57.74,1.42,2.35,9.8724846245176e-6,1.17623411148889e-10,0.2203373419342908,61.9140442981516,1.29358369373926e-5,9.83657647774949e-10,-0.1557730579087817,59.567693478840276
13.88,61.63,0.51,2.83,1.54115551301379e-5,3.80091463032923e-10,0.2107536268509983,62.6279996283844,1.37319533270315e-5,8.85691285368569e-10,-0.183936819757645,63.39139692857271
13.07,93.29,1.27,2.78,2.10941028291094e-5,9.72429918492368e-10,0.2060615373089535,63.90909462264255,2.0868479058245e-5,5.97329905981525e-8,-0.08807195144362338,72.52445321469497
27.87,20.86,0.44,2.7,4.51676408934459e-6,3.70931692141837e-11,0.2188042614198867,62.102369067435504,4.40226479243535e-6,5.64200050344749e-11,-0.2025138513328781,59.890960916297935
12.08,91.15,1.49,2.99,2.04719497591588e-5,1.817650077873e-9,0.1958700689025886,67.10278201175993,2.07492210847147e-5,2.78946224220903e-8,-0.1099518530995277,68.14019835705348
37.66,80.29,1.05,1.46,1.36158748858073e-5,9.18138250422063e-11,0.2241783264140769,61.51117706967102,1.79473419763764e-5,3.17247182575129e-10,-0.1836169694571785,59.81756681087473
40.54,86.13,1.3,1.9,1.27289482861751e-5,9.89899440180142e-11,0.2237617327522229,62.25581020050161,1.90288598624884e-5,6.03173650978458e-10,-0.1670783130686963,59.55196052722576
17.59,26.17,1.46,2.68,5.3489519781289e-6,1.26259477067098e-10,0.2135753072570038,62.860077196825415,5.34155232013405e-6,1.51068823539118e-9,-0.140447071058523,61.72176699528755
26.93,93.75,0.54,1.53,2.06956147964444e-5,1.50390126051011e-10,0.221738446279659,61.36552590495993,2.06313309153774e-5,2.13235041025828e-10,-0.2076865278137759,59.12344755642883
39.03,12.73,1.21,2.68,1.96103241126316e-6,1.57065213780799e-11,0.2221829991005125,62.47240263754393,2.4740153546076e-6,9.43558933128735e-11,-0.167057746165126,59.82511357430075
39.03,78.71,1.5,1.65,1.12366201504427e-5,9.46671095198605e-11,0.2244204069782177,62.39770229299019,1.71177779147059e-5,7.68617127162048e-10,-0.1593544536990571,60.69261078477446
32.45,27.75,1.35,1.83,4.50693385411644e-6,4.13765517993932e-11,0.2230524631826308,62.588199889895684,5.87491153064552e-6,2.76896292128467e-10,-0.1647175780483607,61.059196131516096
14.02,86.72,0.76,1.95,2.16030288925076e-5,4.1101538283662e-10,0.215010653385046,60.91353678026358,1.89215657189287e-5,1.11622926011673e-9,-0.184418186263421,62.265941765388106
9.94,81.37,1.42,2.55,1.94725393610918e-5,2.0857312031017e-9,0.1956448189572145,67.51029408993396,1.7847126075564e-5,2.54085963471937e-8,-0.1171638668679345,68.6448076088323
33.42,19.58,1.29,1.56,3.34502219987561e-6,2.71032485034213e-11,0.2233425773024491,62.178844295867094,4.21468946533159e-6,1.46739865990029e-10,-0.172055602361491,59.11575550987229
8.73,49.07,0.33,2.34,1.42353370297723e-5,6.8660187969243e-10,0.2028547187487749,63.35240584335125,1.07651161128218e-5,8.18645049436159e-10,-0.1940815756663564,61.10006681374172
36.05,19.84,0.87,1.87,3.59251741952368e-6,2.38797424869455e-11,0.2232550476844471,61.516461125631224,4.26974597983545e-6,6.12245023237633e-11,-0.191629303199112,59.70753641433646
44.75,61.09,0.59,2.68,1.02330924925559e-5,6.09980106275913e-11,0.2218204551591069,61.71133949686218,1.346624644052e-5,1.20157907808505e-10,-0.1968557869194156,61.21958053936899
21.2,29.51,1.1,1.42,6.20332269816451e-6,6.99346190880555e-11,0.221089715066366,62.36179291082894,6.10214093753678e-6,2.59221757098631e-10,-0.1800471931563728,61.60751269728087
34.68,38.49,1.23,2.14,6.16968520640073e-6,5.46486714476133e-11,0.222094467755316,62.449986782715435,7.90916669228434e-6,3.18321277524127e-10,-0.1681289445994671,59.881154203804456
37.27,99.56,0.74,2.88,1.70183136403401e-5,1.29573047678714e-10,0.2211063922695107,62.414574795724874,2.2391685136295e-5,3.88507799572524e-10,-0.1853452759046638,59.759620658563165
32.77,76.98,0.2,1.29,1.88430911784928e-5,9.03311093666312e-11,0.2218024511881743,60.00974698898859,1.70064270748687e-5,6.21291345311646e-11,-0.228110765972064,60.1284054872135
30.35,95.53,0.75,1.23,1.9562322485631e-5,1.32515751848082e-10,0.2230665422520607,61.17573814049601,2.11507053804814e-5,3.62691996856155e-10,-0.19108786771103,59.461391617348006
34.51,26.53,0.31,1.22,6.19063478853515e-6,2.99480026245697e-11,0.2218833579752786,60.181453892451565,5.72381004355967e-6,2.42628850383362e-11,-0.2243288536800198,58.85757303592959
23.27,76.83,0.38,2.56,1.75431236066711e-5,1.75206210069692e-10,0.2173321545369561,61.7217860652764,1.69801098401833e-5,2.29795026986731e-10,-0.2062865937537964,59.169446322535265
9.68,47.62,1.05,2.39,1.19944705450791e-5,7.97523221548924e-10,0.2022335679661136,64.40640826788905,1.04255948142751e-5,4.6091431220101e-9,-0.1471591052029935,62.750281146618484
18.32,58.1,0.33,1.54,1.52730511731931e-5,1.45585872391242e-10,0.2195231918811702,61.85240442352144,1.3139796153749e-5,1.49732209769115e-10,-0.2148798915980807,61.34602719293819
26.63,15.75,0.26,2.05,3.8287448136792e-6,2.56936899479906e-11,0.2199203595981182,61.296385038260944,3.31205411838181e-6,2.41294660761456e-11,-0.2176458143574205,60.397058463902894
7.22,93.42,1.3,2.28,2.45024990892597e-5,6.98193242532538e-9,0.1811746833479907,69.26405610749565,2.12225643672207e-5,4.60448110851888e-8,-0.1172946852816639,71.36731481668947
13.31,14.64,0.76,1.22,3.78244722358171e-6,5.92043084478891e-11,0.2183562326654686,61.82269872052289,2.97075723531813e-6,1.34263118086561e-10,-0.1943977842692597,60.507401282570584
13.31,39.93,0.28,1.31,1.14471170891875e-5,1.40799518051984e-10,0.2191074996001008,62.03631656472522,8.86207563450503e-6,1.33721490209775e-10,-0.2192541495788357,61.482992116647495
9.82,75.52,1.37,2.5,1.8268618757363e-5,1.83105597630187e-9,0.1965540985511692,67.16151980270224,1.68525971716166e-5,2.03016709250347e-8,-0.1213354223714809,67.83757490616487
24.44,96.38,0.73,1.88,2.08068679079598e-5,1.94579165905249e-10,0.2196361789488978,62.14910053436823,2.13945042148931e-5,4.13962805603998e-10,-0.1940069687927024,60.44784882309288
11.33,62.82,1.19,2.04,1.53883311769691e-5,6.96424360292728e-10,0.2064636762332473,64.08587112091533,1.39878343477686e-5,4.70775003924727e-9,-0.1467276804702903,62.54655267684039
10.63,27.86,0.53,2.8,7.38196154615936e-6,3.15352540325516e-10,0.2058757149637934,64.29448364999601,5.96919036979071e-6,7.39734797448092e-10,-0.1764240852871744,61.35859181869141
21.16,68.09,0.38,2.46,1.62150121777895e-5,1.70274534360616e-10,0.2176125015469532,61.78761084822573,1.53215689488542e-5,2.2568728073726e-10,-0.2065943135872577,59.308654198669004
35.67,35.09,0.21,2.49,7.52796089561593e-6,4.26607863465168e-11,0.2202183148579298,61.28470881245668,7.62915386143465e-6,4.13391585250306e-11,-0.2162867711842491,60.64259590190984
11.72,74.11,0.41,2.76,1.97003704659017e-5,6.76577606694226e-10,0.2066971691413645,64.30603843669307,1.67048809931422e-5,1.32218202729273e-9,-0.1822649922017827,62.476765379571574
19.38,29.88,0.57,1.72,7.11798125745062e-6,7.69859893945237e-11,0.218721822149608,62.04106833021636,6.4477559068984e-6,1.31654398423995e-10,-0.1999073786972075,61.13991767598462
8.06,36.76,0.92,1.99,9.75788818175112e-6,8.72600813520919e-10,0.1975953045314237,65.41650470398488,7.65436782445174e-6,2.67276402138397e-9,-0.1603820707280721,62.64873230196502
35.7,87.47,0.78,1.83,1.59998953451644e-5,1.06292793815222e-10,0.2229371543902577,61.48978061715668,1.8921200143598e-5,2.49218020172227e-10,-0.1936311866838275,60.36597592207231
17.17,20.07,0.65,1.25,5.05180676319282e-6,5.52138689327793e-11,0.220375761189948,62.19081494819162,4.38693577637521e-6,9.2754211632227e-11,-0.2025218439238513,60.49439102631965
19.63,93.96,0.71,1.5,2.22017816965631e-5,2.40356136704485e-10,0.2191457025289305,62.057827096878654,2.09905070996891e-5,5.05727580928355e-10,-0.194336491867433,60.470531701577634
21.01,92.26,0.39,2.56,2.18023881569066e-5,2.4526435624722e-10,0.2164241843144994,61.44299962895176,2.06222084979458e-5,3.35259103723634e-10,-0.2040588204133489,60.201059119332584
8.47,97.59,0.85,2.31,2.6210752495293e-5,2.49016426818381e-9,0.1950671246655929,66.12508832745246,2.17792738310788e-5,7.67147056164674e-9,-0.1571529411124925,63.69801112729212
35.17,57.17,1.44,1.46,9.04549440668695e-6,7.72502119947605e-11,0.2235128943123597,62.43335459194933,1.27761070315343e-5,5.30539743805943e-10,-0.163965793669122,61.05456533734871
33.14,40.09,1.43,2.99,6.09251838120108e-6,6.87042029891182e-11,0.2206869829885991,61.92784509548911,8.23360993251381e-6,6.95054396743718e-10,-0.1509437556221214,60.35277489746344
10.53,78.07,1.49,2.24,1.86472948982006e-5,1.50596716233292e-9,0.19919502552203,66.2606345104326,1.76441994608729e-5,1.94521472981095e-8,-0.1203765599281963,66.80552131777954
14.22,31.63,1.28,2.97,6.86956212341159e-6,2.66329321896071e-10,0.2081515312019402,64.7874526579294,6.84496936643441e-6,2.86854138675244e-9,-0.1373837684589186,63.434815638447176
30.84,35.95,0.49,1.25,7.94367324301267e-6,4.65917405651817e-11,0.2229500334182298,60.56441325888509,7.82670130801362e-6,5.67598168905776e-11,-0.212953842354582,60.97309099804247
17.66,73.5,1.0,1.8,1.65096284727165e-5,2.47613060790384e-10,0.2177413242859508,61.50753950522665,1.61809778344089e-5,1.03455423917554e-9,-0.1746607445553366,59.984925297136094
34.24,37.34,1.27,2.45,5.9341224017217e-6,5.58602465759722e-11,0.2215808250449341,62.28728046098331,7.89656361030999e-6,3.83085637263045e-10,-0.162617427296526,61.78210909302865
22.67,58.71,0.44,1.68,1.41201557761349e-5,1.16656309804107e-10,0.2204182969126013,61.7172743636501,1.29358010337191e-5,1.38219263559564e-10,-0.2113992203235795,60.35368830141928
19.28,62.72,0.51,1.26,1.57170066784946e-5,1.4780578700066e-10,0.220185565354667,61.7975875470243,1.40544969034854e-5,2.0056585019657e-10,-0.2084010937001561,59.258083769159825
36.79,98.92,0.87,1.2,1.80164158898363e-5,1.10449132851807e-10,0.2242746913092998,61.000215795009666,2.19027812744629e-5,2.57564192069524e-10,-0.1946736658517483,60.69248441143844
31.63,67.6,1.44,1.56,1.1011986981136e-5,1.03468360742942e-10,0.2237265412413169,62.642637942972385,1.48696037103049e-5,7.78586420690507e-10,-0.1617137217068448,61.590897311789654
8.68,72.63,1.0,2.17,1.90243696014946e-5,1.83891233027119e-9,0.1951320865241829,66.25060935382385,1.57118074998165e-5,7.13312976447081e-9,-0.1503551785354337,63.65719297195803
13.17,56.45,0.87,2.32,1.37588945758138e-5,3.7277983020484e-10,0.211289946368824,62.85460215568041,1.25866140552913e-5,1.59187460513019e-9,-0.1685205097070928,63.35560731046501
41.77,79.88,0.36,1.48,1.62691417210928e-5,7.40717781139001e-11,0.2229553096388086,60.17856377950978,1.75907684153705e-5,7.13422292969649e-11,-0.2191038097904839,59.41319509363177
8.5,31.85,0.37,2.12,9.27674715657273e-6,4.0825727880761e-10,0.2054841958901943,64.08777754986282,6.80353358935219e-6,5.1275965277472e-10,-0.195585918913408,60.603905763029374
26.36,73.39,0.94,2.01,1.43579860036365e-5,1.38771882550639e-10,0.2210541164140978,62.36017616616893,1.63081767549393e-5,4.63956791845674e-10,-0.181798390476973,61.05918740598517
24.52,78.32,1.13,1.42,1.5693530191132e-5,1.60359358939312e-10,0.2208126304101469,62.26224640184382,1.76274758102543e-5,6.11154175200663e-10,-0.1783373818034981,61.07726133317566
30.82,35.4,1.36,2.7,5.66128556236454e-6,6.28397951800313e-11,0.2212175986235815,62.13883963631096,7.4388828380771e-6,5.31467032835277e-10,-0.1565930620510121,59.89340981419545
24.04,15.19,1.05,1.46,3.12986650456827e-6,3.06907847226375e-11,0.2209329566951152,62.40813137717653,3.06457832186737e-6,9.43094188033638e-11,-0.1854333266740319,60.03402474980647
43.07,90.71,1.49,2.72,1.17696875803405e-5,1.05090670634699e-10,0.224033574742237,62.68186845495259,2.00083682767361e-5,1.06886835434238e-9,-0.1530445700400226,58.7675005469344
8.84,61.15,0.66,2.46,1.65453359278528e-5,1.21252613593477e-9,0.1977671362587126,64.56329308041262,1.28555442694678e-5,2.68334923469293e-9,-0.1708544555210677,63.978870483944156
18.46,80.57,0.76,2.03,1.8371736501583e-5,2.49518706334529e-10,0.2175268796473145,61.57131047734796,1.76894039297404e-5,7.09176179439463e-10,-0.1851111922596565,61.162946288825516
27.99,85.75,0.61,1.43,1.8634536761507e-5,1.3221864562564e-10,0.2218954305156479,61.37006903573193,1.89681113195881e-5,2.06417119510086e-10,-0.205121246435108,58.56311478354073
17.48,62.19,1.0,2.55,1.34929391413126e-5,2.53735183165425e-10,0.2150606398662623,60.937952742336684,1.38050162958025e-5,1.38475098086323e-9,-0.1641600034378723,62.674377755926564
31.51,96.19,1.45,2.73,1.48655677510268e-5,1.72048166727876e-10,0.2212237342774765,62.04655433582148,2.1377510274169e-5,1.72965692167054e-9,-0.1508922639347145,60.10553715675147
33.94,78.25,0.5,2.98,1.49110590306289e-5,1.15964497353313e-10,0.2189550253429351,62.01886668033202,1.76047263844192e-5,2.23288268889579e-10,-0.1957613792206813,61.272253379019745
23.75,45.07,0.7,2.69,9.4745204853903e-6,1.08139535697256e-10,0.2173847330791577,61.545911610241994,9.8264274939943e-6,2.68385726145571e-10,-0.1879706639365093,59.64340954284356
7.61,65.57,1.47,1.92,1.7050964726163e-5,4.0736093666029e-9,0.1834783841127746,68.95910096281638,1.4692385163199e-5,2.98371505640529e-8,-0.1165003092770351,70.35979841982245
31.4,32.6,0.94,1.71,6.16107047075867e-6,4.66398521750471e-11,0.2227972423184077,61.85405584065745,7.16261937037836e-6,1.49234865393801e-10,-0.1861718281113141,59.657871345910124
42.44,31.37,1.31,2.53,4.40402366957278e-6,3.49489505096612e-11,0.2238355964821472,62.41468997973916,6.45428779955327e-6,2.38018785594405e-10,-0.1638142528502405,60.83916408360504
11.0,96.68,1.38,2.88,2.24952613964161e-5,2.15836679516631e-9,0.195968084195168,67.30706345899948,2.16222069194106e-5,2.72750966774264e-8,-0.1159599419732777,67.94595572060939
25.27,32.21,0.73,1.27,7.04618276073447e-6,5.71636134617834e-11,0.2210688735118725,61.716308203175096,6.70818878988808e-6,9.91965762115548e-11,-0.2012448781778858,60.13581219346092
9.1,43.39,1.14,2.46,1.10897446570387e-5,1.29027374285448e-9,0.1919749428590876,66.2081406433491,9.57311969964512e-6,7.13476972512721e-9,-0.1370968817726338,65.51687127494007
18.24,18.32,1.45,1.58,3.84907108642809e-6,6.34655817353672e-11,0.2177135973860068,61.39061683337596,3.89131428658912e-6,4.65901967936966e-10,-0.1584764781590163,60.515490102685504
20.82,84.92,1.44,1.81,1.66521913942826e-5,2.66440537223841e-10,0.2168409192732997,61.06339347321839,1.89628390491893e-5,2.50741001875306e-9,-0.1504972798192434,61.26639319273036
7.84,22.04,1.15,1.28,6.05067906208408e-6,4.31532515446485e-10,0.2018449106999307,63.69141752283122,4.74203013829102e-6,1.54975770765199e-9,-0.1610690833710884,61.82205968030931
14.74,30.87,0.52,2.3,7.68938557587842e-6,1.36604296961392e-10,0.2143944558150788,60.896512882082284,6.51479547927061e-6,2.63561557371837e-10,-0.1939379184359726,60.53944764555924
42.6,24.91,1.46,2.74,3.34279275299706e-6,2.86463294448008e-11,0.2238240670978504,62.727578080850265,5.22441721435628e-6,2.46925401453325e-10,-0.1572475259837879,60.025723079498505
29.5,88.76,1.11,1.63,1.61548342378525e-5,1.44989241243375e-10,0.2217983422732646,62.45765871775538,1.91457710762807e-5,6.06400488844608e-10,-0.1764822315381812,60.47567399717083
14.18,16.91,0.64,1.76,4.40546859050458e-6,6.86755106611654e-11,0.2166741445237644,61.46710345407247,3.57873641883154e-6,1.31253606665852e-10,-0.1965033665261659,61.2793741820577
33.04,62.56,1.31,2.6,9.91575811198145e-6,1.00671949166639e-10,0.2214351548907968,62.19518816016586,1.34906080430599e-5,7.76875638729038e-10,-0.1589516382913414,60.708410347254976
8.23,31.96,1.07,2.37,8.41017768592527e-6,1.11174103201754e-9,0.1915143492441807,65.92899270414362,6.84361349763002e-6,5.10238939657082e-9,-0.1411683061650901,65.56637477706404
19.42,68.99,0.71,2.16,1.56939730559582e-5,2.0487801182197e-10,0.2169715646249413,61.45528931011118,1.54822009878669e-5,5.35741062684415e-10,-0.1867883140540319,60.414864371989935
8.98,21.45,1.23,1.6,5.68221267331203e-6,4.01504062579766e-10,0.1994757509992693,64.33996489296835,4.63747215682236e-6,1.72846471368775e-9,-0.1539704011754814,63.76464709933424
42.74,53.35,1.09,1.63,8.24601890583053e-6,5.32814740169584e-11,0.2246069367119675,61.457374166699246,1.17285745264368e-5,1.91961723667916e-10,-0.1826408251580179,60.147369905183645
41.39,56.26,0.25,2.34,1.1584969042468e-5,5.70345076265922e-11,0.2209742468311197,60.97667574356309,1.24401843076183e-5,5.60480131395315e-11,-0.2165159766473646,60.44349681303804
42.66,10.63,0.79,2.17,1.83022184688802e-6,1.05363080852894e-11,0.2232005734340567,61.23076036898426,2.1252432082837e-6,2.6726646693535e-11,-0.1922823318743302,59.9723049456667
9.54,41.92,1.21,2.23,1.04737466651175e-5,8.17040492519691e-10,0.1997166771502809,65.48906132663296,9.20348183800144e-6,5.82507616269393e-9,-0.1387115638255847,64.39508520543204
37.43,73.24,1.26,2.93,1.07879754872285e-5,1.02039727331574e-10,0.2220957856575017,62.3287582601624,1.59581078422561e-5,7.43876293732419e-10,-0.1598803306931876,60.95233185983928
23.92,45.17,0.57,1.29,1.05735483198621e-5,8.25752336667054e-11,0.2212161894827863,61.46684241111169,1.00209178203351e-5,1.09062728105619e-10,-0.2092816569522883,59.61811556697234
11.14,88.37,1.46,1.35,2.10116512480166e-5,9.44670349637712e-10,0.2077032097238334,64.4671553829343,1.93213646078474e-5,8.22056961518421e-9,-0.141537848123151,62.10071163125932
43.6,91.06,0.8,1.34,1.55395038379471e-5,8.4042976059517e-11,0.224343250149469,60.76569242745958,2.0132134804661e-5,1.74189254997302e-10,-0.1979645990422742,60.69415787863421
37.98,48.52,0.2,2.46,1.04040803915153e-5,5.49502177181035e-11,0.2202007196835065,61.200521508486986,1.07620692584322e-5,5.15604427566343e-11,-0.2171097214250539,60.23756202357815
24.57,63.9,0.21,1.26,1.68812323778655e-5,1.05674009460038e-10,0.2204841874535255,60.58315630533005,1.42540209298435e-5,7.33353762272365e-11,-0.2271663683659979,59.71400640576809
33.9,11.25,1.35,1.31,1.9347897274515e-6,1.49081150837189e-11,0.2235095383028515,61.90211292304336,2.24298201815437e-6,7.5065289889708e-11,-0.1739868731258086,59.684029641473906
12.51,33.5,0.64,2.37,8.49467810781952e-6,2.42840215271093e-10,0.2091469409360232,63.02334401543348,7.35045938124961e-6,6.12535313385112e-10,-0.1784782398317939,61.07867888445064
12.51,33.05,0.68,1.49,8.63830138148629e-6,1.72569507089011e-10,0.2138926024000104,60.65433617906894,6.90795110039883e-6,3.76560522585799e-10,-0.189865993739125,59.91920305011493
26.31,69.84,1.46,1.31,1.25969182545957e-5,1.34098021276956e-10,0.2227064439481033,62.56380865212394,1.48103283603353e-5,9.38893950935913e-10,-0.1625006290479238,61.68094637054919
20.42,76.33,0.41,2.99,1.77535422598925e-5,2.42383279952781e-10,0.2137910782421484,60.74047407182774,1.72024880631286e-5,4.63961732656353e-10,-0.1920038088408784,59.99881921594573
8.95,77.27,0.25,2.0,2.26573534400776e-5,7.84377464242984e-10,0.207643900846485,62.80982921947374,1.6933049110587e-5,7.71864790223469e-10,-0.2051882144970079,62.08772529450267
21.4,97.27,0.31,1.95,2.43629940552967e-5,2.12569064599204e-10,0.2192659120214938,62.009057036377044,2.1750817658433e-5,2.14329920669542e-10,-0.2149184183267007,61.57142952021474
20.95,12.08,0.6,2.22,2.74065759198562e-6,3.05516353638268e-11,0.217356752940415,61.66835984876336,2.3136317448997e-6,6.10088472999017e-11,-0.1947829932877871,60.59906784566623
19.86,92.92,0.23,1.22,2.54983645125763e-5,1.97110092058987e-10,0.2199528667813299,60.96316087036912,2.0999324674631e-5,1.6238565145e-10,-0.2229091094191675,58.734808316989714
17.1,87.92,0.64,2.87,2.02069267898252e-5,3.71398293479124e-10,0.2137691987498204,60.943743412486455,1.96356710561598e-5,1.13341588477683e-9,-0.1789700533858797,61.67750131253789
44.25,59.92,1.01,2.63,8.87833853140224e-6,6.2803742726153e-11,0.2231162927519711,62.170610124008746,1.32126712407909e-5,2.55482014611709e-10,-0.1774388023964814,60.91573890007537
39.08,78.59,0.48,1.69,1.55699103633845e-5,8.25531232014974e-11,0.2223079266097522,60.832946722985724,1.74370260154185e-5,1.08605503082315e-10,-0.2096028465715323,59.8263872595657
12.92,82.41,0.65,1.25,2.22019024571009e-5,3.80462571474486e-10,0.2150031474125727,60.932962033714105,1.86220822506859e-5,7.54964175231859e-10,-0.1931234501154387,59.813029092851174
25.92,13.19,0.29,1.55,3.21143716439415e-6,2.08124933616823e-11,0.2214319681847548,60.72370750847224,2.78009943610275e-6,1.83476745295573e-11,-0.221165694216614,59.11626699192116
14.88,60.34,1.37,2.36,1.31690628241483e-5,4.00763597522065e-10,0.2106249952725109,64.0251150932015,1.33211667504359e-5,4.29887110142741e-9,-0.1408075720677221,62.43623913995464
20.52,10.48,1.47,1.95,2.15383674983102e-6,3.21029383364884e-11,0.2168248773679959,61.204763810974114,2.09352940399659e-6,2.21306277576759e-10,-0.1594640956995866,60.813800254535536
28.73,34.2,1.14,2.67,6.0654868177606e-6,6.60744015831425e-11,0.2193256197688064,61.825192133419065,7.27452449390712e-6,3.71143494044231e-10,-0.1660730606508844,60.744009231026
25.28,61.52,0.53,1.76,1.4108774858097e-5,1.13423524099819e-10,0.2195537852497881,61.99981249131942,1.36440109541712e-5,1.58742895975411e-10,-0.2067286803877362,58.839447942249436
16.88,51.55,1.16,1.64,1.14010520930488e-5,1.92062053398306e-10,0.2169255520943784,61.22940150398183,1.15028832476357e-5,9.71632946594363e-10,-0.168988833488308,61.45051278742681
19.27,87.24,0.96,1.94,1.89799241143748e-5,2.68145294449261e-10,0.2174020356429139,61.43853350057686,1.95928438461938e-5,1.051612805124e-9,-0.1754732406588368,60.25997287337027
13.98,83.3,0.83,2.69,1.96293407666338e-5,5.52730541569146e-10,0.2104950054537064,63.4340517946652,1.836435743669e-5,2.44268937973737e-9,-0.1659069773542542,63.36496405881068
24.45,61.78,0.27,1.37,1.55813908912925e-5,1.05456186965775e-10,0.2204413710324641,60.89256074365504,1.36295649075684e-5,8.45531845306435e-11,-0.2237641318497643,58.65695666466279
33.16,30.47,0.58,2.1,6.12231128872992e-6,4.07613584011327e-11,0.2213588746744676,61.617520937956016,6.54754368712071e-6,7.18681941350279e-11,-0.2011275194298155,60.22426868980063
25.01,93.57,1.24,2.42,1.71834253280432e-5,2.25321472620441e-10,0.2180924255559024,61.41974367832665,2.02442362244415e-5,1.39109785652146e-9,-0.1619916108234771,61.65145536019785
25.01,55.93,0.5,2.64,1.22765295141274e-5,1.21213562268762e-10,0.2171136705769884,61.563045926464945,1.22940070256326e-5,2.03162525586681e-10,-0.1979229220288737,61.66269901449962
39.12,23.89,0.67,2.4,4.18268959979242e-6,2.72691915509347e-11,0.2218214268781547,61.708668694422265,4.99841091972794e-6,5.86967518143544e-11,-0.1947678659684136,60.789331149214604
20.29,46.13,0.97,2.88,9.72554467017287e-6,1.62659941334976e-10,0.2141373114149313,60.81700789329439,1.02904056013804e-5,8.71079007215257e-10,-0.1631934059724073,62.33774209203086
37.47,39.33,0.56,2.48,7.24557351000615e-6,4.71367739075728e-11,0.2215328495555319,61.74992768418683,8.56573048762673e-6,8.54100522441925e-11,-0.1991692691945186,60.52319869887264
7.77,20.24,0.45,2.77,5.7039877453408e-6,5.3317038437818e-10,0.1957036378906678,65.82390194702148,4.36836002996411e-6,8.21835113980661e-10,-0.1778817029659146,63.161015423927715
23.95,50.42,0.73,2.82,1.05220797293223e-5,1.21513986559362e-10,0.2172524922038527,61.48731138339994,1.12631098198716e-5,3.14130781561257e-10,-0.1864239703439891,60.21787074700954
7.37,67.28,0.64,1.36,1.94049945222958e-5,9.2156070016178e-10,0.2082123554373931,63.921720452879484,1.4820597851636e-5,1.3668337502593e-9,-0.1935619395520667,61.183130452305434
